,BoroughCensusArea,year,resource,adj_households_in_community,sqMiLand,sqMiWater,using,trying,harvesting,giving,receving,units_harvested,pounds_harvested,units_harvested_by_sample,lbs_harvested_percapita,lbs_harvested_by_sample,lbs_used_percapita,perc_contribution_to_harvest,relying_on_substinence,harv_mes_units,labor_force,employed,unemployed,unemployment_rate,median_age,n_families,median_family_income,median_family_income,n_households,n_houses,n_occupied_houses,house_vacancy_rate,n_total_population(ACS),p_people_below_poverty,p_households_below_poverty,p_population_native,p_population_non_native,p_population_white,p_population_black,p_population_asian,ratio_male_over_female,local_tax_burden,federal_tax_burden,Gini,AGI,median_family_income,median_family_income,pop_density,p_people_under_18_below_poverty,TotsqMi,log_AGI,log_pop_density,z_score_pop_density,centered_local_tax_burden,centered_federal_tax_burden,centered_unemployment_rate,centered_AGI,centered_pop_density,centered_log_AGI,centered_log_pop_density,trying_percent,local_tax_burden_percent,federal_tax_burden_percent
10,Bethel Census Area,2013,Birds and Eggs,356.0,5.6000000000000005,0.7,0.93,0.7823333333333333,0.7636666666666666,0.442,0.4546666666666666,41267.60009765625,41267.60009765625,2165672.65625,27.158938090006533,27728.2998046875,29.182914098103833,0.09599999835093824,YES,lb.,7390.0,6193.0,1197.0,16.2,26.2,3226.0,4166.0,4166.0,4358.0,5910.0,4358.0,26.26057529610829,17356.0,22.35538142429132,14.754474529600731,81.67780594607052,18.32219405392948,11.529154182991473,0.5588845356072828,1.0716755012675732,1.0984161528231169,0.0014478997409868,0.0154040444666097,0.5550639067482561,474809.0,4166.0,4166.0,2754.9206349206347,10.008066374740723,6.300000000000001,13.070670002995438,7.921506834520294,-0.10240418987306756,5.256450398183213e-05,0.0007688403086515243,3.6264462809917344,404483.5041322314,-1914.3349576875175,3.883673618435484,2.2131325039339247,78.23333333333333,0.14478997409868,1.5404044466609699
11,Bethel Census Area,2013,Fish,356.0,5.6000000000000005,0.7,0.9803333333333333,0.8290000000000001,0.8133333333333334,0.6603333333333333,0.8119999999999999,251669.0,251669.0,4401679.3125,171.96283467610667,168563.09765625,174.77995808919266,0.565666695435842,YES,lb.,7390.0,6193.0,1197.0,16.2,26.2,3226.0,4166.0,4166.0,4358.0,5910.0,4358.0,26.26057529610829,17356.0,22.35538142429132,14.754474529600731,81.67780594607052,18.32219405392948,11.529154182991473,0.5588845356072828,1.0716755012675732,1.0984161528231169,0.0014478997409868,0.0154040444666097,0.5550639067482561,474809.0,4166.0,4166.0,2754.9206349206347,10.008066374740723,6.300000000000001,13.070670002995438,7.921506834520294,-0.10240418987306756,5.256450398183213e-05,0.0007688403086515243,3.6264462809917344,404483.5041322314,-1914.3349576875175,3.883673618435484,2.2131325039339247,82.9,0.14478997409868,1.5404044466609699
12,Bethel Census Area,2013,Land Mammals,356.0,5.6000000000000005,0.7,0.8546666666666667,0.6543333333333333,0.43333333333333335,0.36633333333333334,0.6986666666666667,65765.8984375,65765.8984375,67700.0,40.98089408874514,44436.80078125,48.54896227518719,0.14266667018334087,YES,lb.,7390.0,6193.0,1197.0,16.2,26.2,3226.0,4166.0,4166.0,4358.0,5910.0,4358.0,26.26057529610829,17356.0,22.35538142429132,14.754474529600731,81.67780594607052,18.32219405392948,11.529154182991473,0.5588845356072828,1.0716755012675732,1.0984161528231169,0.0014478997409868,0.0154040444666097,0.5550639067482561,474809.0,4166.0,4166.0,2754.9206349206347,10.008066374740723,6.300000000000001,13.070670002995438,7.921506834520294,-0.10240418987306756,5.256450398183213e-05,0.0007688403086515243,3.6264462809917344,404483.5041322314,-1914.3349576875175,3.883673618435484,2.2131325039339247,65.43333333333334,0.14478997409868,1.5404044466609699
13,Bethel Census Area,2013,Marine Mammals,356.0,5.6000000000000005,0.7,0.775,0.38033333333333336,0.313,0.3096666666666667,0.63,49909.09912109375,49909.09912109375,34500.0,33.43516095479327,34206.0,42.07733726501467,0.10733333478371283,YES,lb.,7390.0,6193.0,1197.0,16.2,26.2,3226.0,4166.0,4166.0,4358.0,5910.0,4358.0,26.26057529610829,17356.0,22.35538142429132,14.754474529600731,81.67780594607052,18.32219405392948,11.529154182991473,0.5588845356072828,1.0716755012675732,1.0984161528231169,0.0014478997409868,0.0154040444666097,0.5550639067482561,474809.0,4166.0,4166.0,2754.9206349206347,10.008066374740723,6.300000000000001,13.070670002995438,7.921506834520294,-0.10240418987306756,5.256450398183213e-05,0.0007688403086515243,3.6264462809917344,404483.5041322314,-1914.3349576875175,3.883673618435484,2.2131325039339247,38.03333333333334,0.14478997409868,1.5404044466609699
14,Bethel Census Area,2013,Plants/Greens/Mushrooms,356.0,5.6000000000000005,0.7,0.6946666666666667,0.6389999999999999,0.6389999999999999,0.21933333333333335,0.24833333333333332,3491.599945068365,3491.599945068365,242196.30078125,2.1375325123469064,2300.0000305175827,3.0808944702148433,0.007333333138376434,YES,lb.,7390.0,6193.0,1197.0,16.2,26.2,3226.0,4166.0,4166.0,4358.0,5910.0,4358.0,26.26057529610829,17356.0,22.35538142429132,14.754474529600731,81.67780594607052,18.32219405392948,11.529154182991473,0.5588845356072828,1.0716755012675732,1.0984161528231169,0.0014478997409868,0.0154040444666097,0.5550639067482561,474809.0,4166.0,4166.0,2754.9206349206347,10.008066374740723,6.300000000000001,13.070670002995438,7.921506834520294,-0.10240418987306756,5.256450398183213e-05,0.0007688403086515243,3.6264462809917344,404483.5041322314,-1914.3349576875175,3.883673618435484,2.2131325039339247,63.89999999999999,0.14478997409868,1.5404044466609699
15,Bethel Census Area,2017,Fish,437.0,109.10000000000001,5.299999999999999,0.946,0.777,0.762,0.6865,0.7855,237192.078125,237192.078125,150571.9921875,146.40881156921392,150571.9921875,154.23977851867687,0.9822326004505155,YES,lb.,7323.0,6393.0,930.0,12.7,26.9,3406.0,2198.0,2198.0,4524.0,5995.0,4524.0,24.537114261884906,17957.0,26.20148131647825,17.90450928381963,82.68084869410258,17.31915130589742,10.959514395500362,0.6682630728963636,0.9188617252325,1.1071344754752406,0.0015219037064208,0.014789782172654,0.5698045556758025,15629.0,2198.0,2198.0,156.9667832167832,11.382747675001392,114.4,9.656947423415522,5.0623847781197835,-0.24137744449759868,0.00012656846941583202,0.00015457801469582512,0.12644628099173438,-54696.49586776859,-4512.288809391369,0.46995103885556766,-0.6459895524665855,77.7,0.15219037064208,1.4789782172654
16,Denali Borough,2015,Birds and Eggs,189.0,46.7,0.5,0.3893333333333333,0.3873333333333333,0.37766666666666665,0.016333333333333335,0.021,691.299980163574,691.299980163574,541.0,2.286416133244834,473.3000106811521,5.432259082794187,0.024666665742794636,YES,lb.,1066.0,976.0,90.0,8.4,35.9,405.0,10690.0,10690.0,681.0,1724.0,681.0,60.49883990719258,2060.0,12.330097087378642,1.6152716593245229,3.5436893203883497,96.45631067961163,87.33009708737865,0.6310679611650485,2.8640776699029127,1.2055674518201285,0.0011440920358481,0.0123307697196974,0.4484039825714511,365551.0,10690.0,10690.0,43.644067796610166,1.0679611650485437,47.2,12.809163818914264,3.7987214383975068,-0.24743945617440433,-0.0002512432011568678,-0.002304434438260774,-4.1735537190082646,295225.5041322314,-4625.611524811542,3.62216743435431,-1.9096528921888622,38.733333333333334,0.11440920358481001,1.23307697196974
17,Denali Borough,2015,Fish,189.0,46.7,0.5,0.8603333333333333,0.6286666666666667,0.6123333333333333,0.3406666666666667,0.5116666666666667,17703.0,17703.0,4497.199951171883,51.76788330078127,12190.10009765625,60.3616434733073,0.616333345572154,YES,lb.,1066.0,976.0,90.0,8.4,35.9,405.0,10690.0,10690.0,681.0,1724.0,681.0,60.49883990719258,2060.0,12.330097087378642,1.6152716593245229,3.5436893203883497,96.45631067961163,87.33009708737865,0.6310679611650485,2.8640776699029127,1.2055674518201285,0.0011440920358481,0.0123307697196974,0.4484039825714511,365551.0,10690.0,10690.0,43.644067796610166,1.0679611650485437,47.2,12.809163818914264,3.7987214383975068,-0.24743945617440433,-0.0002512432011568678,-0.002304434438260774,-4.1735537190082646,295225.5041322314,-4625.611524811542,3.62216743435431,-1.9096528921888622,62.866666666666674,0.11440920358481001,1.23307697196974
18,Denali Borough,2015,Land Mammals,189.0,46.7,0.5,0.758,0.40633333333333327,0.15766666666666665,0.21033333333333334,0.6153333333333334,7095.799865722661,7095.799865722661,145.0,17.301876703898117,4784.60009765625,24.157183647155765,0.21166667342185966,YES,lb.,1066.0,976.0,90.0,8.4,35.9,405.0,10690.0,10690.0,681.0,1724.0,681.0,60.49883990719258,2060.0,12.330097087378642,1.6152716593245229,3.5436893203883497,96.45631067961163,87.33009708737865,0.6310679611650485,2.8640776699029127,1.2055674518201285,0.0011440920358481,0.0123307697196974,0.4484039825714511,365551.0,10690.0,10690.0,43.644067796610166,1.0679611650485437,47.2,12.809163818914264,3.7987214383975068,-0.24743945617440433,-0.0002512432011568678,-0.002304434438260774,-4.1735537190082646,295225.5041322314,-4625.611524811542,3.62216743435431,-1.9096528921888622,40.633333333333326,0.11440920358481001,1.23307697196974
19,Denali Borough,2015,Marine Mammals,189.0,46.7,0.5,0.006666666666666667,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES,lb.,1066.0,976.0,90.0,8.4,35.9,405.0,10690.0,10690.0,681.0,1724.0,681.0,60.49883990719258,2060.0,12.330097087378642,1.6152716593245229,3.5436893203883497,96.45631067961163,87.33009708737865,0.6310679611650485,2.8640776699029127,1.2055674518201285,0.0011440920358481,0.0123307697196974,0.4484039825714511,365551.0,10690.0,10690.0,43.644067796610166,1.0679611650485437,47.2,12.809163818914264,3.7987214383975068,-0.24743945617440433,-0.0002512432011568678,-0.002304434438260774,-4.1735537190082646,295225.5041322314,-4625.611524811542,3.62216743435431,-1.9096528921888622,0.0,0.11440920358481001,1.23307697196974
20,Dillingham Census Area,2014,Fish,829.0,36.84,397.94,0.9,0.6,0.5,0.6,0.8,219035.296875,219035.296875,10751.0,90.4551544189453,70061.796875,95.8659744262695,100.0,YES,Lbs.,2111.0,1902.0,209.0,9.9,29.0,914.0,4104.0,4104.0,1353.0,2427.0,1353.0,44.25216316440049,4956.0,17.958030669895074,9.312638580931264,72.05407586763519,27.94592413236481,18.684422921711057,0.2219531880548829,1.1299435028248588,1.0745081624110506,0.00177920946914,0.015357386996788,0.5491797053015343,32029.0,4104.0,4104.0,11.39886839321036,7.465698143664246,434.78,10.374428242603203,2.517605209834603,-0.2491643599113081,0.0003838742321350321,0.0007221828388298251,-2.6735537190082646,-38296.49586776859,-4657.856724214942,1.187431858043249,-3.190769120751766,60.0,0.177920946914,1.5357386996788
21,Dillingham Census Area,2016,Fish,1027.0,82.04,581.24,0.9183333333333333,0.6946666666666667,0.6826666666666666,0.49766666666666665,0.625,313082.544921875,313082.544921875,114277.4599609375,79.02103932698553,114277.4599609375,86.21446228027354,1.0,YES,Lbs.,2073.0,1881.0,192.0,9.3,29.7,967.0,4197.0,4197.0,1375.0,2444.0,1375.0,43.73977086743045,4980.0,16.365461847389557,10.4,72.20883534136546,27.791164658634536,17.931726907630523,0.2409638554216867,2.1686746987951806,1.0612582781456954,0.0027501399624802,0.0134560419592782,0.5479039410927955,23897.0,4197.0,4197.0,7.508141358099144,7.208835341365462,663.28,10.0815500524097,2.1410235119271825,-0.2493724879342791,0.0013548047254752322,-0.0011791621986799745,-3.273553719008264,-46428.49586776859,-4661.747451250053,0.8945536678497454,-3.5673508186591865,69.46666666666667,0.27501399624802003,1.34560419592782
22,Dillingham Census Area,2017,Fish,222.0,45.2,183.3,0.989,0.794,0.783,0.6559999999999999,0.7769999999999999,105422.4033203125,105422.4033203125,41010.04077148438,85.2526416778565,41010.04077148438,86.6253566741945,1.0,YES,Lbs.,2049.0,1877.0,172.0,8.4,30.1,1005.0,5555.0,5555.0,1405.0,2444.0,1405.0,42.51227495908347,4974.0,16.42541214314435,10.462633451957297,72.91917973462002,27.080820265379973,17.450743868114195,0.4422999597909127,1.5078407720144753,1.0820426956885727,0.0020078506962222,0.0151592727564777,0.5536528012419524,32259.0,5555.0,5555.0,21.76805251641138,7.33815842380378,228.5,10.3815833516792,3.1253583479335303,-0.24860967751598487,0.0006125154592172321,0.0005240685985195247,-4.1735537190082646,-38066.49586776859,-4647.487540091741,1.1945869671192462,-2.5830159826528387,79.4,0.20078506962221998,1.51592727564777
23,Hoonah-Angoon Census Area,2012,Birds and Eggs,402.0,29.1,18.200000000000003,0.1095,0.085,0.073,0.0245,0.049,1327.099952697759,1327.099952697759,1855.0,1.0000000149011625,575.199974060059,9.050000190734865,0.00349999999161805,YES,lb.,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,11372.0,11372.0,45.51797040169133,3.715745471435207,47.300000000000004,0.0,3.839838698188208,-0.24733921484651983,0.0005201900958175321,0.001646761171033224,2.0264462809917347,-70325.4958677686,-4623.737622206461,-9.186996384559954,-1.868535632398161,8.5,0.19155253328225,1.62819653289914
24,Hoonah-Angoon Census Area,2012,Fish,402.0,29.1,18.200000000000003,0.9615,0.7315,0.6975,0.64,0.8875,171788.203125,171788.203125,31024.4990234375,141.44999694824202,73030.201171875,148.2000045776369,0.527999997138977,YES,lb.,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,11372.0,11372.0,45.51797040169133,3.715745471435207,47.300000000000004,0.0,3.839838698188208,-0.24733921484651983,0.0005201900958175321,0.001646761171033224,2.0264462809917347,-70325.4958677686,-4623.737622206461,-9.186996384559954,-1.868535632398161,73.15,0.19155253328225,1.62819653289914
25,Hoonah-Angoon Census Area,2012,Land Mammals,402.0,29.1,18.200000000000003,0.8065,0.54,0.46299999999999997,0.3875,0.5425,55235.0,55235.0,332.0,51.29999923706055,23617.5,63.75,0.21500000357627852,YES,lb.,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,11372.0,11372.0,45.51797040169133,3.715745471435207,47.300000000000004,0.0,3.839838698188208,-0.24733921484651983,0.0005201900958175321,0.001646761171033224,2.0264462809917347,-70325.4958677686,-4623.737622206461,-9.186996384559954,-1.868535632398161,54.0,0.19155253328225,1.62819653289914
26,Hoonah-Angoon Census Area,2012,Marine Mammals,402.0,29.1,18.200000000000003,0.378,0.127,0.11850000000000001,0.1555,0.3015,11640.599609375,11640.599609375,68.0,9.349999904632579,5040.0,25.90000009536745,0.0340000009164214,YES,lb.,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,11372.0,11372.0,45.51797040169133,3.715745471435207,47.300000000000004,0.0,3.839838698188208,-0.24733921484651983,0.0005201900958175321,0.001646761171033224,2.0264462809917347,-70325.4958677686,-4623.737622206461,-9.186996384559954,-1.868535632398161,12.7,0.19155253328225,1.62819653289914
27,Hoonah-Angoon Census Area,2012,Plants/Greens/Mushrooms,402.0,29.1,18.200000000000003,0.496,0.3875,0.3775,0.20950000000000002,0.27849999999999997,2842.600051879888,2842.600051879888,1200.8000030517578,2.049999952316285,1211.3000030517578,3.9499999284744303,0.006999999983236201,YES,lb.,1106.0,945.0,161.0,14.6,48.3,607.0,11372.0,11372.0,999.0,1797.0,999.0,44.40734557595994,2153.0,13.748258244310266,6.006006006006006,35.624709707385044,64.37529029261495,48.351137947050624,0.2322340919647004,1.1611704598235022,1.0822050290135397,0.0019155253328225,0.0162819653289914,0.4825906570879584,0.0,11372.0,11372.0,45.51797040169133,3.715745471435207,47.300000000000004,0.0,3.839838698188208,-0.24733921484651983,0.0005201900958175321,0.001646761171033224,2.0264462809917347,-70325.4958677686,-4623.737622206461,-9.186996384559954,-1.868535632398161,38.75,0.19155253328225,1.62819653289914
28,Hoonah-Angoon Census Area,2016,Fish,260.0,6.6,2.1,1.0,0.754,0.738,0.738,0.954,117236.6875,117236.6875,29140.359375,159.288986206055,29140.359375,159.288986206055,0.671205103397369,YES,lb.,1200.0,1064.0,136.0,11.3,48.4,540.0,10357.0,10357.0,836.0,1647.0,836.0,49.241044323011536,2107.0,12.33981964878975,6.100478468899522,32.17845277645942,67.82154722354058,50.78310393925012,3.654485049833888,2.2781205505457995,1.0596285434995112,0.0014021640064499,0.0154238040709494,0.5007168617713137,21039.0,10357.0,10357.0,242.18390804597703,5.410536307546274,8.7,9.954180666851647,5.493817980328734,-0.23681889501470818,6.828769444932204e-06,0.0007885999129912252,-1.2735537190082642,-49286.49586776859,-4427.0716845621755,0.7671842822916926,-0.2145563502576353,75.4,0.14021640064499,1.54238040709494
29,Hoonah-Angoon Census Area,2016,Land Mammals,260.0,6.6,2.1,0.969,0.646,0.554,0.508,0.631,25792.0,25792.0,6448.0,35.0434799194336,6448.0,36.1559715270996,0.147664710879326,YES,lb.,1200.0,1064.0,136.0,11.3,48.4,540.0,10357.0,10357.0,836.0,1647.0,836.0,49.241044323011536,2107.0,12.33981964878975,6.100478468899522,32.17845277645942,67.82154722354058,50.78310393925012,3.654485049833888,2.2781205505457995,1.0596285434995112,0.0014021640064499,0.0154238040709494,0.5007168617713137,21039.0,10357.0,10357.0,242.18390804597703,5.410536307546274,8.7,9.954180666851647,5.493817980328734,-0.23681889501470818,6.828769444932204e-06,0.0007885999129912252,-1.2735537190082642,-49286.49586776859,-4427.0716845621755,0.7671842822916926,-0.2145563502576353,64.60000000000001,0.14021640064499,1.54238040709494
